Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
FAS,Fas Cell Surface Death Receptor,Protein Coding,57,GC10P095615,1.448289633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
MECP2,Methyl-CpG Binding Protein 2,Protein Coding,53,GC0XM154021,1.448289633,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2
TLR4,Toll Like Receptor 4,Protein Coding,58,GC09P117704,1.409582973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4
ANXA5,Annexin A5,Protein Coding,52,GC04M121667,1.409582973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5
HDAC2,Histone Deacetylase 2,Protein Coding,59,GC06M113933,1.394902945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2
PGR,Progesterone Receptor,Protein Coding,56,GC11M103796,1.394902945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR
PIN1,"Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1",Protein Coding,53,GC19P009835,1.394902945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN1
DEK,DEK Proto-Oncogene,Protein Coding,47,GC06M018224,1.394902945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEK
PRKAA2,Protein Kinase AMP-Activated Catalytic Subunit Alpha 2,Protein Coding,57,GC01P056645,1.393188,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2
UCP2,Uncoupling Protein 2,Protein Coding,52,GC11M073974,1.393188,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2
CREBBP,CREB Binding Protein,Protein Coding,60,GC16M009385,1.363130093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP
RHOA,Ras Homolog Family Member A,Protein Coding,57,GC03M049359,1.363130093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA
KEAP1,Kelch Like ECH Associated Protein 1,Protein Coding,56,GC19M010486,1.363130093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1
HMGB1,High Mobility Group Box 1,Protein Coding,54,GC13M030456,1.363130093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
MACROH2A1,MacroH2A.1 Histone,Protein Coding,49,GC05M135334,1.363130093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACROH2A1
TGFBR1,Transforming Growth Factor Beta Receptor 1,Protein Coding,61,GC09P099104,1.357903242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1
RUNX2,RUNX Family Transcription Factor 2,Protein Coding,53,GC06P096322,1.357903242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2
AKT3,AKT Serine/Threonine Kinase 3,Protein Coding,61,GC01M243488,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3
MAP3K3,Mitogen-Activated Protein Kinase Kinase Kinase 3,Protein Coding,54,GC17P063622,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K3
BCL2L12,BCL2 Like 12,Protein Coding,46,GC19P049665,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L12
ECRG4,ECRG4 Augurin Precursor,Protein Coding,39,GC02P106063,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECRG4
MIR10A,MicroRNA 10a,RNA Gene,24,GC17M048579,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10A
MIR188,MicroRNA 188,RNA Gene,19,GC0XP050003,1.34384048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188
IL4,Interleukin 4,Protein Coding,53,GC05P132673,1.326495886,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4
SKP1,S-Phase Kinase Associated Protein 1,Protein Coding,51,GC05M134148,1.326495886,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP1
SUV39H1,SUV39H1 Histone Lysine Methyltransferase,Protein Coding,50,GC0XP051581,1.326495886,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUV39H1
CD44,CD44 Molecule (Indian Blood Group),Protein Coding,55,GC11P035139,1.321378231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44
TIMP1,TIMP Metallopeptidase Inhibitor 1,Protein Coding,52,GC0XP047769,1.321378231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1
ATG5,Autophagy Related 5,Protein Coding,51,GC06M106045,1.321378231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG5
RASSF1,Ras Association Domain Family Member 1,Protein Coding,49,GC03M050329,1.321378231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1
ESR1,Estrogen Receptor 1,Protein Coding,61,GC06P151656,1.316977501,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1
PLA2R1,Phospholipase A2 Receptor 1,Protein Coding,47,GC02M159924,1.316977501,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2R1
GGCT,Gamma-Glutamylcyclotransferase,Protein Coding,46,GC07M030496,1.314077139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCT
PLAU,"Plasminogen Activator, Urokinase",Protein Coding,59,GC10P073909,1.30802846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
LEP,Leptin,Protein Coding,53,GC07P128241,1.30802846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP
CXCL12,C-X-C Motif Chemokine Ligand 12,Protein Coding,51,GC10M044370,1.30802846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12
IVL,Involucrin,Protein Coding,45,GC01P153101,1.301725388,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVL
NUAK2,NUAK Family Kinase 2,Protein Coding,48,GC01M205302,1.292471051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUAK2
RECQL4,RecQ Like Helicase 4,Protein Coding,47,GC08M145808,1.292471051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4
EPHB4,EPH Receptor B4,Protein Coding,60,GC07M103494,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB4
TSC2,TSC Complex Subunit 2,Protein Coding,56,GC16P014467,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2
SCN9A,Sodium Voltage-Gated Channel Alpha Subunit 9,Protein Coding,55,GC02M166195,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN9A
BAP1,BRCA1 Associated Protein 1,Protein Coding,54,GC03M052401,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAP1
RARG,Retinoic Acid Receptor Gamma,Protein Coding,54,GC12M053210,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARG
TSC1,TSC Complex Subunit 1,Protein Coding,54,GC09M132891,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1
ADIPOQ,"Adiponectin, C1Q And Collagen Domain Containing",Protein Coding,52,GC03P186842,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ
ASIC1,Acid Sensing Ion Channel Subunit 1,Protein Coding,52,GC12P050057,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC1
CDC25B,Cell Division Cycle 25B,Protein Coding,52,GC20P004636,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25B
ERCC5,"ERCC Excision Repair 5, Endonuclease",Protein Coding,51,GC13P102845,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5
SPOP,Speckle Type BTB/POZ Protein,Protein Coding,51,GC17M049598,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPOP
CRABP2,Cellular Retinoic Acid Binding Protein 2,Protein Coding,50,GC01M156701,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRABP2
ASIC3,Acid Sensing Ion Channel Subunit 3,Protein Coding,48,GC07P151048,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC3
TRIM27,Tripartite Motif Containing 27,Protein Coding,48,GC06M028903,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM27
JDP2,Jun Dimerization Protein 2,Protein Coding,46,GC14P075427,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JDP2
CCL26,C-C Motif Chemokine Ligand 26,Protein Coding,44,GC07M075769,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL26
EID3,EP300 Interacting Inhibitor Of Differentiation 3,Protein Coding,38,GC12P104303,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EID3
NOL12,Nucleolar Protein 12,Protein Coding,38,GC22P047436,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL12
MIR221,MicroRNA 221,RNA Gene,23,GC0XM045746,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221
RN7SK,RNA Component Of 7SK Nuclear Ribonucleoprotein,RNA Gene,22,GC06P052995,1.289306641,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SK
SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,58,GC20P037344,1.270524621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC
PRKDC,"Protein Kinase, DNA-Activated, Catalytic Subunit",Protein Coding,57,GC08M047773,1.270524621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC
BTG2,BTG Anti-Proliferation Factor 2,Protein Coding,45,GC01P203305,1.270524621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG2
NANOG,Nanog Homeobox,Protein Coding,43,GC12P007787,1.270524621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOG
CALB1,Calbindin 1,Protein Coding,49,GC08M090058,1.255471349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB1
RPL7,Ribosomal Protein L7,Protein Coding,48,GC08M073290,1.255471349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7
ESR2,Estrogen Receptor 2,Protein Coding,56,GC14M064084,1.236218691,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
FGF1,Fibroblast Growth Factor 1,Protein Coding,54,GC05M142555,1.236218691,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1
SHC1,SHC Adaptor Protein 1,Protein Coding,50,GC01M154962,1.236218691,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1
MIR126,MicroRNA 126,RNA Gene,25,GC09P136670,1.236218691,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126
PIK3CD,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta",Protein Coding,60,GC01P009628,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CD
HGF,Hepatocyte Growth Factor,Protein Coding,58,GC07M081699,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF
BMP4,Bone Morphogenetic Protein 4,Protein Coding,55,GC14M053949,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4
PTK2,Protein Tyrosine Kinase 2,Protein Coding,55,GC08M140657,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2
CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,50,GC04P073869,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
KLRG1,Killer Cell Lectin Like Receptor G1,Protein Coding,46,GC12P008950,1.227278471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRG1
PINK1,PTEN Induced Kinase 1,Protein Coding,53,GC01P020634,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1
FANCD2,FA Complementation Group D2,Protein Coding,52,GC03P010026,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCD2
MAP2,Microtubule Associated Protein 2,Protein Coding,51,GC02P209424,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2
CBX5,Chromobox 5,Protein Coding,50,GC12M054230,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX5
BRD7,Bromodomain Containing 7,Protein Coding,48,GC16M050313,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD7
MSRA,Methionine Sulfoxide Reductase A,Protein Coding,48,GC08P010054,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRA
NES,Nestin,Protein Coding,47,GC01M156668,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES
MSRB2,Methionine Sulfoxide Reductase B2,Protein Coding,46,GC10P023095,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRB2
TXNIP,Thioredoxin Interacting Protein,Protein Coding,46,GC01M145992,1.215422988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNIP
PRKG2,Protein Kinase CGMP-Dependent 2,Protein Coding,53,GC04M081087,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKG2
POU2F1,POU Class 2 Homeobox 1,Protein Coding,50,GC01P167190,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2F1
PEA15,Proliferation And Apoptosis Adaptor Protein 15,Protein Coding,48,GC01P160205,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEA15
SP100,SP100 Nuclear Antigen,Protein Coding,47,GC02P230415,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP100
MXD1,MAX Dimerization Protein 1,Protein Coding,44,GC02P069897,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD1
ZNF410,Zinc Finger Protein 410,Protein Coding,41,GC14P073886,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF410
MIR141,MicroRNA 141,RNA Gene,24,GC12P024853,1.214545608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR141
ILF3,Interleukin Enhancer Binding Factor 3,Protein Coding,44,GC19P010876,1.21023035,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILF3
ATP13A3,ATPase 13A3,Protein Coding,46,GC03M194402,1.176205635,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A3
HDAC6,Histone Deacetylase 6,Protein Coding,61,GC0XP048801,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6
RUNX1,RUNX Family Transcription Factor 1,Protein Coding,56,GC21M034787,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1
HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,Protein Coding,55,GC09M125234,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
NF1,Neurofibromin 1,Protein Coding,54,GC17P031094,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1
LOXL2,Lysyl Oxidase Like 2,Protein Coding,53,GC08M023296,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL2
MCM2,Minichromosome Maintenance Complex Component 2,Protein Coding,53,GC03P127598,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2
BECN1,Beclin 1,Protein Coding,52,GC17M042810,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1
EIF5A,Eukaryotic Translation Initiation Factor 5A,Protein Coding,52,GC17P007306,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A
SOCS1,Suppressor Of Cytokine Signaling 1,Protein Coding,52,GC16M012594,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1
BMP6,Bone Morphogenetic Protein 6,Protein Coding,51,GC06P007726,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6
XRCC5,X-Ray Repair Cross Complementing 5,Protein Coding,51,GC02P216107,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC5
ELK1,ETS Transcription Factor ELK1,Protein Coding,50,GC0XM047635,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1
SIRT4,Sirtuin 4,Protein Coding,48,GC12P120291,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT4
MIR200C,MicroRNA 200c,RNA Gene,25,GC12P024851,1.168092728,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C
MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",Protein Coding,55,GC01M153178,1.14801383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1
KITLG,KIT Ligand,Protein Coding,53,GC12M088492,1.14801383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KITLG
MKI67,Marker Of Proliferation Ki-67,Protein Coding,51,GC10M128096,1.14801383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67
BUB1B,BUB1 Mitotic Checkpoint Serine/Threonine Kinase B,Protein Coding,56,GC15P040161,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B
EDN1,Endothelin 1,Protein Coding,55,GC06P012256,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
PPM1D,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1D",Protein Coding,54,GC17P060600,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1D
POLD1,"DNA Polymerase Delta 1, Catalytic Subunit",Protein Coding,52,GC19P076635,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD1
B3GAT1,"Beta-1,3-Glucuronyltransferase 1",Protein Coding,50,GC11M134378,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT1
CDKN3,Cyclin Dependent Kinase Inhibitor 3,Protein Coding,48,GC14P054398,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN3
RASSF5,Ras Association Domain Family Member 5,Protein Coding,45,GC01P206507,1.1436131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF5
PKM,Pyruvate Kinase M1/2,Protein Coding,56,GC15M072199,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM
PRDX1,Peroxiredoxin 1,Protein Coding,56,GC01M045552,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX1
CCN2,Cellular Communication Network Factor 2,Protein Coding,53,GC06M131948,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2
HSPA2,Heat Shock Protein Family A (Hsp70) Member 2,Protein Coding,51,GC14P064535,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2
HSPA6,Heat Shock Protein Family A (Hsp70) Member 6,Protein Coding,51,GC01P161524,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA6
PCGF2,Polycomb Group Ring Finger 2,Protein Coding,46,GC17M038733,1.139205933,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCGF2
IDH1,Isocitrate Dehydrogenase (NADP(+)) 1,Protein Coding,60,GC02M208236,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1
CASP8,Caspase 8,Protein Coding,59,GC02P201233,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8
CD40LG,CD40 Ligand,Protein Coding,57,GC0XP136649,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG
HDAC3,Histone Deacetylase 3,Protein Coding,56,GC05M141620,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC3
TOP1,DNA Topoisomerase I,Protein Coding,55,GC20P041028,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP1
ATF2,Activating Transcription Factor 2,Protein Coding,54,GC02M175072,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2
PRDX5,Peroxiredoxin 5,Protein Coding,51,GC11P064493,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5
APOD,Apolipoprotein D,Protein Coding,50,GC03M195568,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOD
SELE,Selectin E,Protein Coding,50,GC01M169722,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE
DHX9,DExH-Box Helicase 9,Protein Coding,48,GC01P182839,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX9
FOXO4,Forkhead Box O4,Protein Coding,48,GC0XP071095,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO4
MSRB1,Methionine Sulfoxide Reductase B1,Protein Coding,45,GC16M008578,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRB1
TMEM158,Transmembrane Protein 158,Protein Coding,39,GC03M045241,1.112991095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM158
USP17L2,Ubiquitin Specific Peptidase 17 Like Family Member 2,Protein Coding,35,GC08M012969,1.100572348,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP17L2
APC,APC Regulator Of WNT Signaling Pathway,Protein Coding,56,GC05P112707,1.098280191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APC
ZEB2,Zinc Finger E-Box Binding Homeobox 2,Protein Coding,54,GC02M144384,1.098280191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB2
RFC1,Replication Factor C Subunit 1,Protein Coding,53,GC04M039291,1.098280191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1
TXNRD1,Thioredoxin Reductase 1,Protein Coding,51,GC12P104215,1.098280191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1
NSUN2,NOP2/Sun RNA Methyltransferase 2,Protein Coding,50,GC05M006599,1.098280191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN2
DNAJA3,DnaJ Heat Shock Protein Family (Hsp40) Member A3,Protein Coding,47,GC16P004425,1.083296299,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3
GRSF1,G-Rich RNA Sequence Binding Factor 1,Protein Coding,44,GC04M070815,1.072318077,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRSF1
ITGB4,Integrin Subunit Beta 4,Protein Coding,56,GC17P075721,1.06285429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB4
GP1BA,Glycoprotein Ib Platelet Subunit Alpha,Protein Coding,54,GC17P004932,1.06285429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP1BA
CDC6,Cell Division Cycle 6,Protein Coding,52,GC17P040287,1.06285429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6
MVP,Major Vault Protein,Protein Coding,47,GC16P043804,1.06285429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVP
PECAM1,Platelet And Endothelial Cell Adhesion Molecule 1,Protein Coding,47,GC17M064319,1.06285429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1
RAC1,Rac Family Small GTPase 1,Protein Coding,55,GC07P006377,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1
IRS1,Insulin Receptor Substrate 1,Protein Coding,53,GC02M226731,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
LIG1,DNA Ligase 1,Protein Coding,53,GC19M048115,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG1
PRMT5,Protein Arginine Methyltransferase 5,Protein Coding,53,GC14M022920,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT5
GLO1,Glyoxalase I,Protein Coding,52,GC06M075079,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLO1
HNRNPD,Heterogeneous Nuclear Ribonucleoprotein D,Protein Coding,50,GC04M082352,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPD
ZFYVE9,Zinc Finger FYVE-Type Containing 9,Protein Coding,49,GC01P052142,1.051827312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE9
